CustomerID,Gender,IsElderly,IsMarried,HasDependents,Tenure,PhoneService,InternetService,SecurityService,TechnicalSupport,StreamingTV,ContractType,PaymentMethod,MonthlyPayment,TotalPaid,Churn
5533-RJFTJ,male,False,False,False,49,True,dsl,False,False,False,month-to-month,bank transfer (automatic),30.2,1453.1,False
3859-CVCET,female,False,False,False,4,True,dsl,False,False,False,month-to-month,mailed check,45.65,191.05,True
0214-JHPFW,female,False,True,False,70,True,dsl,False,True,True,two year,bank transfer (automatic),57.8,4039.3,False
5642-MHDQT,female,False,True,True,53,True,no,False,False,False,one year,bank transfer (automatic),19.85,1039.45,False
3088-FVYWK,male,False,True,True,53,True,no,False,False,False,two year,credit card (automatic),25.55,1336.1,False
3276-HDUEG,female,False,False,False,1,True,fiber optic,False,False,False,month-to-month,mailed check,75.05,75.05,True
9092-GDZKO,male,False,False,False,22,True,no,False,False,False,month-to-month,credit card (automatic),24.85,493.4,False
0823-HSCDJ,male,True,False,False,52,True,dsl,False,False,True,month-to-month,electronic check,49.15,2550.9,True
3729-OWRVL,male,True,False,False,65,True,fiber optic,True,True,True,two year,electronic check,110.35,7246.15,False
2324-AALNO,female,False,False,False,48,True,no,False,False,False,one year,bank transfer (automatic),24.55,1203.95,False
0822-GAVAP,female,False,False,False,2,True,dsl,False,False,False,month-to-month,electronic check,34.7,62.25,True
5760-IFJOZ,male,False,False,False,3,True,fiber optic,False,False,True,month-to-month,mailed check,107.95,313.6,False
2826-UWHIS,male,False,True,False,45,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),81.4,3775.85,False
1448-PWKYE,male,False,True,True,1,True,fiber optic,False,False,False,month-to-month,electronic check,80.0,80.0,True
7501-IWUNG,female,False,True,True,61,True,dsl,False,True,True,two year,bank transfer (automatic),71.45,4616.05,False
4957-TREIR,male,False,False,False,3,True,dsl,True,True,True,month-to-month,credit card (automatic),71.45,195.65,False
7251-LJBQN,female,True,False,False,40,True,fiber optic,False,True,True,one year,credit card (automatic),71.45,4188.4,False
8040-MNRTF,female,False,False,False,1,True,fiber optic,False,False,False,month-to-month,mailed check,71.45,71.1,False
1536-HBSWP,female,False,False,False,1,True,dsl,False,True,False,month-to-month,electronic check,71.45,49.9,False
5313-FPXWG,male,False,False,False,51,True,no,False,False,False,one year,bank transfer (automatic),71.45,1266.4,False
0067-DKWBL,male,True,False,False,2,True,dsl,True,False,False,month-to-month,electronic check,71.45,91.1,True
0946-FKYTX,male,False,False,False,52,True,dsl,False,False,False,one year,mailed check,71.45,1623.4,False
5076-YVXCM,male,False,False,False,51,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),83.4,4149.45,False
8262-COGGB,male,False,False,False,1,True,no,False,False,False,month-to-month,mailed check,20.45,20.45,False
6663-JOCQO,male,False,True,True,31,True,dsl,True,True,False,one year,bank transfer (automatic),75.25,2344.5,False
9620-QJREV,male,False,False,True,47,True,no,False,False,False,one year,credit card (automatic),20.55,1013.05,False
2276-YDAVZ,female,False,False,False,3,True,fiber optic,False,False,False,month-to-month,credit card (automatic),75.1,270.7,True
2682-KEVRP,female,True,False,False,22,True,no,False,False,False,one year,mailed check,20.05,417.0,False
2480-JZOSN,female,False,True,False,1,True,no,False,False,False,month-to-month,mailed check,20.65,20.65,False
0078-XZMHT,male,False,True,False,72,True,dsl,False,True,True,two year,bank transfer (automatic),85.15,6316.2,False
5896-NPFWW,male,False,True,True,3,True,dsl,False,False,False,month-to-month,electronic check,50.15,168.15,True
9978-HYCIN,male,True,True,True,47,True,fiber optic,False,False,True,one year,bank transfer (automatic),84.95,4018.05,False
8338-QIUNR,male,False,True,True,72,True,dsl,True,True,False,two year,credit card (automatic),66.5,4811.6,False
1525-LNLOJ,male,False,True,True,66,True,dsl,False,False,True,two year,bank transfer (automatic),63.3,4189.7,False
9450-TRJUU,male,False,False,False,35,True,fiber optic,False,False,True,month-to-month,electronic check,83.15,2848.45,False
1766-GKNMI,male,False,False,False,29,True,fiber optic,False,False,False,month-to-month,electronic check,84.9,2516.2,False
6942-LBFDP,female,False,False,False,2,True,no,False,False,False,month-to-month,mailed check,20.55,33.6,False
1456-TWCGB,male,False,False,False,4,True,dsl,False,False,False,month-to-month,mailed check,49.25,208.45,False
7133-VBDCG,female,False,False,False,25,True,fiber optic,True,False,False,month-to-month,bank transfer (automatic),79.85,2015.35,True
7596-ZYWBB,female,False,False,False,65,True,dsl,True,True,False,two year,mailed check,59.6,3739.8,False
8329-UTMVM,male,True,False,False,27,True,fiber optic,False,True,True,one year,bank transfer (automatic),104.65,2964.0,False
3014-WJKSM,male,False,True,False,29,True,fiber optic,False,False,False,month-to-month,credit card (automatic),75.3,2263.4,False
3347-YJZZE,male,False,True,True,29,True,dsl,False,False,True,month-to-month,credit card (automatic),80.1,2211.8,False
1029-QFBEN,male,False,False,False,1,True,no,False,False,False,month-to-month,mailed check,19.55,19.55,True
7929-DMBCV,female,False,True,False,20,True,fiber optic,False,True,False,month-to-month,mailed check,81.0,1683.7,False
9661-JALZV,female,False,False,False,58,True,no,False,False,False,two year,credit card (automatic),24.7,1519.0,False
5433-KYGHE,female,False,False,True,14,True,fiber optic,True,True,False,month-to-month,mailed check,86.0,1164.05,False
4312-KFRXN,male,False,True,False,72,True,no,False,False,False,two year,mailed check,25.4,1710.9,False
5575-TPIZQ,male,False,False,False,46,True,fiber optic,True,False,True,month-to-month,credit card (automatic),89.15,4245.55,False
0114-IGABW,female,False,True,False,71,True,dsl,False,True,True,two year,bank transfer (automatic),58.25,4145.9,False
9944-AEXBM,male,False,False,False,32,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),85.65,2664.3,False
1853-ARAAQ,female,False,False,False,26,True,dsl,False,False,True,month-to-month,credit card (automatic),50.35,1277.5,False
6952-OMNWB,male,True,True,False,68,True,fiber optic,False,False,False,month-to-month,credit card (automatic),80.35,5589.3,False
4697-LUPSU,male,False,True,True,2,True,no,False,False,False,one year,mailed check,20.2,34.75,False
8434-VGEQQ,male,False,True,True,61,True,no,False,False,False,two year,credit card (automatic),20.55,1305.95,False
4952-YSOGZ,female,False,True,True,4,True,fiber optic,False,False,False,month-to-month,electronic check,85.95,381.3,True
1589-AGTLK,male,False,False,False,3,True,dsl,False,False,False,month-to-month,electronic check,45.35,141.5,True
5244-IRFIH,male,True,True,False,33,True,fiber optic,False,False,True,month-to-month,electronic check,94.5,3105.55,True
6549-YMFAW,male,True,True,False,9,True,no,False,False,False,month-to-month,mailed check,21.25,204.55,False
4950-HKQTE,female,False,False,False,22,True,no,False,False,False,two year,mailed check,26.25,605.9,False
6786-OBWQR,female,False,True,True,5,True,fiber optic,False,False,True,month-to-month,electronic check,80.85,356.1,False
2684-EIWEO,female,True,False,False,30,True,fiber optic,True,False,False,month-to-month,credit card (automatic),91.7,2758.15,True
2753-JMMCV,male,False,False,False,65,True,dsl,False,True,False,two year,credit card (automatic),74.2,4805.65,False
6439-GTPCA,female,False,False,False,45,True,fiber optic,False,True,False,month-to-month,electronic check,87.25,3941.7,True
6621-YOBKI,male,False,False,False,5,True,no,False,False,False,month-to-month,mailed check,20.35,92.75,False
1216-JWVUX,male,False,True,True,25,True,fiber optic,False,False,False,month-to-month,electronic check,75.5,1901.05,False
7564-GHCVB,female,False,True,True,72,True,fiber optic,True,False,False,two year,bank transfer (automatic),79.05,5730.7,False
1173-NOEYG,female,False,True,False,27,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),90.15,2423.4,False
7595-EHCDL,male,False,True,True,32,True,dsl,False,False,True,month-to-month,credit card (automatic),50.6,1653.45,False
6647-ZEDXT,female,False,False,False,30,True,fiber optic,False,True,True,one year,credit card (automatic),110.45,3327.05,False
2521-NPUZR,male,False,True,False,70,True,fiber optic,True,True,False,two year,credit card (automatic),101.0,7085.5,False
1307-TVUFB,male,True,False,False,42,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),79.35,3344.1,False
7503-MIOGA,female,True,True,False,72,True,dsl,True,True,True,two year,bank transfer (automatic),89.85,6697.35,False
4381-MHQDC,female,False,False,False,47,True,dsl,True,True,False,two year,mailed check,65.0,2879.9,False
6923-JHPMP,female,False,False,False,2,True,fiber optic,True,False,False,month-to-month,electronic check,80.45,137.1,False
5138-WVKYJ,male,False,False,False,10,True,fiber optic,True,False,True,month-to-month,electronic check,98.55,1008.55,True
4018-PPNDW,female,False,True,True,61,True,no,False,False,False,two year,mailed check,24.1,1551.6,False
1635-FJFCC,female,False,False,False,5,True,dsl,False,False,False,month-to-month,credit card (automatic),44.05,202.15,False
2499-AJYUA,female,True,True,False,72,True,fiber optic,False,True,True,two year,credit card (automatic),110.8,7882.25,False
6919-ELBGL,male,True,True,True,72,True,fiber optic,True,True,True,two year,bank transfer (automatic),114.95,8196.4,False
3966-HRMZA,female,True,False,False,3,True,fiber optic,False,False,False,month-to-month,mailed check,75.05,202.9,False
6425-JWTDV,male,False,True,False,48,True,no,False,False,False,two year,mailed check,19.25,855.1,False
8405-IGQFX,female,False,False,False,63,True,fiber optic,False,True,True,one year,credit card (automatic),90.05,5817.0,False
8224-IVVPA,female,False,False,False,27,True,dsl,True,False,False,month-to-month,mailed check,56.7,1652.95,False
9477-LGWQI,male,False,True,True,70,True,dsl,True,False,True,two year,credit card (automatic),80.15,5600.15,False
1410-RSCMR,male,False,True,True,7,True,dsl,True,True,False,month-to-month,credit card (automatic),71.35,515.75,False
3115-CZMZD,male,False,False,True,0,True,no,False,False,False,two year,mailed check,20.25,40.5,False
0139-IVFJG,female,False,True,False,2,True,fiber optic,True,False,True,month-to-month,electronic check,90.35,190.5,False
6683-VLCTZ,male,True,False,False,20,True,fiber optic,False,False,True,month-to-month,electronic check,98.55,1842.8,True
5730-DBDSI,male,False,False,False,66,True,no,False,False,False,two year,bank transfer (automatic),19.7,1253.8,False
0030-FNXPP,female,False,False,False,3,True,no,False,False,False,month-to-month,mailed check,19.85,57.2,False
2189-WWOEW,female,False,False,True,15,True,fiber optic,False,False,False,month-to-month,bank transfer (automatic),85.9,1269.55,True
5684-FJVYR,female,False,True,True,72,True,fiber optic,True,True,False,two year,bank transfer (automatic),90.35,6563.4,False
4013-GUXND,male,False,False,False,1,True,no,False,False,False,month-to-month,mailed check,20.8,20.8,False
1894-IGFSG,female,False,False,False,22,True,fiber optic,False,False,True,month-to-month,electronic check,89.25,1907.85,True
7379-POKDZ,male,False,True,False,3,True,fiber optic,False,False,False,month-to-month,electronic check,70.3,208.85,True
1266-NZYUI,female,False,True,True,72,True,dsl,True,True,False,two year,bank transfer (automatic),66.85,4758.8,False
7969-FFOWG,male,False,True,True,65,True,no,False,False,False,two year,mailed check,19.9,1292.6,False
4718-DHSMV,female,False,False,False,11,True,dsl,False,False,True,month-to-month,mailed check,35.8,363.15,False
5175-WLYXL,male,False,False,False,22,True,fiber optic,False,False,False,month-to-month,mailed check,78.85,1600.25,False
7817-OMJNA,male,False,False,False,14,True,no,False,False,False,one year,bank transfer (automatic),20.4,275.7,False
8728-SKJLR,male,False,False,False,41,True,fiber optic,False,True,False,month-to-month,electronic check,74.25,3089.1,False
3137-NYQQI,male,False,True,False,17,True,dsl,True,False,False,one year,mailed check,64.8,1175.6,False
7706-DZNKK,male,False,False,False,11,True,no,False,False,False,month-to-month,credit card (automatic),20.45,237.3,False
0236-HFWSV,male,False,False,False,15,True,fiber optic,False,False,True,month-to-month,electronic check,93.35,1444.65,True
3900-AQPHZ,female,False,False,False,1,True,no,False,False,False,month-to-month,mailed check,19.9,19.9,True
5842-POCOP,female,False,True,False,5,True,fiber optic,True,False,False,month-to-month,mailed check,88.9,454.15,True
2037-XJFUP,male,False,True,False,33,True,fiber optic,False,False,True,one year,electronic check,95.8,3036.75,True
8823-RLPWL,female,False,True,False,72,True,fiber optic,True,False,True,two year,credit card (automatic),110.65,8065.65,False
9505-SQFSW,female,False,True,True,3,True,dsl,False,False,False,month-to-month,mailed check,40.3,92.5,False
7314-OXENN,male,False,False,False,2,True,fiber optic,False,False,False,month-to-month,electronic check,82.0,184.65,True
3758-CKOQL,female,False,True,False,59,True,fiber optic,True,True,False,one year,credit card (automatic),107.0,6152.3,False
0322-CHQRU,male,False,False,False,2,True,dsl,False,False,False,month-to-month,electronic check,45.35,89.5,True
5676-CFLYY,male,False,True,True,71,True,dsl,False,True,True,two year,credit card (automatic),73.35,5154.5,False
7521-AFHAB,female,False,True,True,5,True,dsl,False,False,False,month-to-month,mailed check,44.8,220.45,False
0285-INHLN,male,False,True,True,27,True,dsl,True,False,False,month-to-month,credit card (automatic),54.75,1510.3,False
4678-DVQEO,female,False,False,False,1,True,dsl,False,True,False,month-to-month,electronic check,52.2,52.2,True
5125-CNDSP,male,False,False,True,63,True,dsl,True,True,False,one year,bank transfer (automatic),40.6,2588.95,False
0691-IFBQW,female,True,False,False,46,True,fiber optic,True,False,True,one year,electronic check,110.0,4874.8,True
4992-LTJNE,male,False,True,True,72,True,dsl,True,False,False,two year,bank transfer (automatic),55.3,3983.6,False
2202-OUTMO,female,False,True,False,34,True,dsl,True,True,False,month-to-month,bank transfer (automatic),60.85,2003.6,False
0810-BDHAW,female,False,True,True,24,True,dsl,True,False,True,one year,electronic check,78.4,1832.4,False
0229-LFJAF,male,False,False,False,72,True,dsl,True,True,False,two year,bank transfer (automatic),69.65,4908.25,False
7131-ZQZNK,female,False,True,True,60,True,dsl,True,True,True,two year,credit card (automatic),59.85,3590.2,False
3442-ZHHCC,male,False,False,False,68,True,dsl,True,False,False,one year,credit card (automatic),76.9,5023.0,False
5726-CVNYA,female,False,True,True,8,True,no,False,False,False,two year,mailed check,19.85,146.6,False
9871-ELEYA,female,False,False,True,34,True,dsl,True,True,True,two year,credit card (automatic),67.65,2339.3,False
4257-GAESD,female,False,False,False,6,True,dsl,False,False,True,month-to-month,credit card (automatic),45.0,298.7,False
5173-WXOQV,male,False,True,False,2,True,dsl,False,True,False,month-to-month,mailed check,64.2,143.65,False
2040-OBMLJ,male,False,False,False,31,True,fiber optic,False,True,False,one year,credit card (automatic),81.7,2548.65,False
6286-ZHAOK,female,False,True,True,20,True,no,False,False,False,month-to-month,bank transfer (automatic),25.55,507.4,False
3807-XHCJH,female,False,True,True,1,True,no,False,False,False,month-to-month,electronic check,20.0,20.0,False
3009-JWMPU,male,False,False,False,62,True,fiber optic,False,False,True,one year,electronic check,96.75,6125.4,True
5671-RQRLP,female,True,True,False,70,True,fiber optic,False,False,False,two year,credit card (automatic),75.65,5411.4,False
1450-GALXR,female,False,False,False,10,True,fiber optic,False,True,True,month-to-month,electronic check,98.5,1058.25,True
8859-AXJZP,male,False,True,True,39,True,no,False,False,False,two year,mailed check,23.8,903.8,False
3174-AKMAS,female,False,True,False,46,True,dsl,False,True,True,two year,credit card (automatic),64.2,3009.5,False
3138-BKYAV,male,False,False,False,6,True,fiber optic,False,False,True,month-to-month,electronic check,85.35,489.45,True
9926-PJHDQ,female,False,True,True,72,True,dsl,False,False,True,two year,bank transfer (automatic),76.8,5468.45,False
7382-DFJTU,male,False,False,False,18,True,dsl,False,True,False,month-to-month,credit card (automatic),55.2,1058.1,False
2798-NYLMZ,male,False,True,False,71,True,fiber optic,True,True,True,two year,credit card (automatic),108.55,7616.0,False
4289-DTDKW,male,False,True,False,40,True,fiber optic,False,False,True,month-to-month,electronic check,101.3,4113.1,True
1820-TQVEV,male,False,False,False,1,True,fiber optic,False,False,False,month-to-month,electronic check,69.55,69.55,True
2239-JALAW,male,False,False,False,58,True,fiber optic,False,False,True,one year,bank transfer (automatic),103.25,6017.65,True
4853-RULSV,male,False,False,False,70,True,fiber optic,True,True,True,two year,credit card (automatic),104.0,7250.15,True
8098-TDCBU,female,False,True,False,42,True,no,False,False,False,two year,electronic check,25.25,1108.2,False
3551-GAEGL,male,False,True,True,34,True,dsl,True,False,False,one year,bank transfer (automatic),30.4,938.65,False
4785-NKHCX,male,True,False,False,5,True,no,False,False,False,month-to-month,bank transfer (automatic),20.05,94.15,False
3196-NVXLZ,female,False,False,False,25,True,fiber optic,False,False,True,month-to-month,mailed check,84.6,2088.05,False
6275-YDUVO,female,False,False,False,2,True,fiber optic,False,False,False,month-to-month,mailed check,86.2,178.7,True
0036-IHMOT,female,False,True,True,55,True,fiber optic,False,True,True,one year,bank transfer (automatic),103.7,5656.75,False
0115-TFERT,male,False,True,False,21,True,fiber optic,False,True,True,month-to-month,electronic check,111.2,2317.1,True
4178-EGMON,male,False,True,False,70,True,fiber optic,True,True,False,two year,credit card (automatic),88.0,5986.45,False
4220-TINQT,female,False,True,False,61,True,fiber optic,False,True,True,month-to-month,electronic check,106.35,6751.35,False
5318-YKDPV,male,False,True,True,43,True,dsl,True,True,True,two year,credit card (automatic),79.15,3566.6,False
7975-TZMLR,male,False,False,False,47,True,fiber optic,False,False,True,one year,electronic check,103.1,4889.3,False
0295-QVKPB,male,False,False,False,5,True,dsl,False,True,True,month-to-month,credit card (automatic),63.95,318.1,False
4335-BSMJS,female,False,False,False,62,True,no,False,False,False,two year,credit card (automatic),25.8,1563.95,False
2311-QYMUQ,female,False,True,True,16,True,fiber optic,False,False,True,month-to-month,credit card (automatic),89.45,1430.25,True
3643-AHCFP,male,True,True,False,7,True,fiber optic,False,False,True,month-to-month,bank transfer (automatic),95.6,644.35,True
9146-JRIOX,female,False,True,True,14,True,no,False,False,False,month-to-month,mailed check,25.55,372.45,False
3104-OWCGK,male,False,True,True,60,True,fiber optic,False,False,True,one year,electronic check,90.95,5453.4,True
5337-IIWKZ,male,False,True,True,34,True,dsl,False,True,True,month-to-month,electronic check,44.85,1442.6,False
9101-BWFSS,female,False,True,False,50,True,fiber optic,True,True,True,one year,electronic check,108.55,5610.7,True
9650-VBUOG,male,False,True,True,38,True,no,False,False,False,two year,credit card (automatic),25.05,963.95,False
3487-EARAT,female,False,True,True,70,True,dsl,True,True,False,one year,credit card (automatic),74.1,5222.3,False
2672-TGEFF,female,False,True,True,37,True,fiber optic,False,False,True,month-to-month,electronic check,88.8,3340.55,False
9231-ZJYAM,female,True,False,False,4,True,fiber optic,False,False,True,month-to-month,electronic check,78.85,292.8,True
4250-WAROZ,male,True,True,True,60,True,fiber optic,True,False,False,month-to-month,electronic check,93.25,5774.55,False
8184-WMOFI,male,False,True,True,62,True,dsl,True,True,False,one year,credit card (automatic),71.4,4487.3,False
6982-SSHFK,male,False,False,False,1,True,dsl,False,False,False,month-to-month,mailed check,44.4,44.4,True
6092-QZVPP,male,False,False,False,36,True,dsl,True,True,True,month-to-month,credit card (automatic),79.2,2854.95,False
4625-LAMOB,male,False,False,False,44,True,no,False,False,False,two year,credit card (automatic),20.4,905.55,False
0727-BMPLR,female,True,False,False,55,True,fiber optic,False,False,True,one year,electronic check,100.0,5509.3,True
0392-BZIUW,female,False,True,False,72,True,fiber optic,True,False,True,two year,credit card (automatic),105.0,7589.8,False
1038-ZAGBI,female,False,True,True,12,True,no,False,False,False,one year,bank transfer (automatic),19.8,229.6,True
6549-NNDYT,female,False,False,False,13,True,dsl,True,False,False,month-to-month,bank transfer (automatic),30.85,394.1,False
3027-ZTDHO,male,False,False,False,1,True,fiber optic,False,False,True,month-to-month,electronic check,89.9,89.9,True
0422-OHQHQ,female,False,True,True,15,True,no,False,False,False,one year,mailed check,20.55,295.95,False
6916-HIJSE,female,False,False,False,65,True,dsl,True,True,True,two year,bank transfer (automatic),84.85,5459.2,False
2316-ESMLS,female,False,True,True,12,True,dsl,True,True,False,one year,credit card (automatic),33.15,444.75,False
9778-OGKQZ,male,False,True,False,72,True,dsl,True,True,True,two year,credit card (automatic),92.0,6782.15,False
7408-OFWXJ,female,False,True,True,72,True,dsl,True,True,True,two year,credit card (automatic),89.8,6510.45,False
6007-TCTST,female,False,True,True,72,True,fiber optic,True,True,True,two year,bank transfer (automatic),115.8,8476.5,False
2252-NKNSI,male,False,False,True,52,True,dsl,True,True,True,two year,mailed check,85.15,4461.85,False
8713-IGZSO,male,False,False,False,2,True,no,False,False,False,month-to-month,mailed check,24.85,62.0,False
7905-TVXTA,female,False,False,False,5,True,dsl,True,True,True,month-to-month,electronic check,64.35,352.65,False
7695-PKLCZ,female,False,False,False,68,True,no,False,False,False,two year,credit card (automatic),20.5,1424.9,False
2382-BCKQJ,female,False,False,True,62,True,fiber optic,False,False,True,one year,electronic check,100.15,6413.65,True
8374-UULRV,male,False,False,False,72,True,dsl,True,True,True,two year,credit card (automatic),86.05,6309.65,False
2207-NHRJK,male,False,False,False,1,True,dsl,False,False,False,month-to-month,electronic check,50.8,50.8,True
3224-DFQNQ,female,False,True,False,66,True,fiber optic,True,True,False,one year,electronic check,89.0,5898.6,False
5275-PMFUT,male,False,True,True,72,True,dsl,True,True,True,two year,credit card (automatic),64.8,4719.75,False
4795-UXVCJ,male,False,False,False,26,True,no,False,False,False,one year,credit card (automatic),19.8,457.3,False
9777-IQHWP,male,False,True,True,64,True,fiber optic,True,False,False,two year,bank transfer (automatic),93.4,5822.3,False
0947-MUGVO,male,True,True,False,20,True,fiber optic,False,False,False,month-to-month,electronic check,73.65,1463.5,True
9944-HKVVB,female,False,False,False,3,True,fiber optic,False,False,True,month-to-month,electronic check,95.1,307.4,True
4124-MMETB,male,False,False,False,22,True,fiber optic,False,False,True,month-to-month,credit card (automatic),94.65,2104.55,True
3671-SHRSP,male,False,True,False,4,True,fiber optic,False,True,False,month-to-month,mailed check,80.6,319.15,True
0979-MOZQI,male,False,True,False,62,True,dsl,False,True,True,two year,bank transfer (automatic),39.0,2337.45,False
2732-ISEZX,female,False,False,False,5,True,no,False,False,False,month-to-month,mailed check,20.5,104.3,False
3313-QKNKB,male,False,True,False,59,True,fiber optic,False,False,False,one year,electronic check,85.55,5084.65,True
0323-XWWTN,male,False,False,True,3,True,no,False,False,False,two year,mailed check,26.4,121.25,False
1937-OTUKY,female,False,True,False,72,True,fiber optic,True,True,True,two year,bank transfer (automatic),98.2,7015.9,False
1573-LGXBA,male,False,True,True,57,True,fiber optic,False,False,True,one year,credit card (automatic),97.55,5598.0,False
1764-VUUMT,male,False,False,True,66,True,no,False,False,False,two year,credit card (automatic),19.95,1269.1,False
5073-WXOYN,female,False,False,False,60,True,dsl,False,False,True,month-to-month,electronic check,50.8,3027.4,True
4713-ZBURT,male,False,False,True,45,True,fiber optic,False,False,True,two year,bank transfer (automatic),99.7,4634.35,False
3050-GBUSH,female,False,False,False,3,True,dsl,False,False,True,month-to-month,credit card (automatic),34.8,113.95,False
0207-MDKNV,female,False,False,False,15,True,fiber optic,True,True,True,month-to-month,electronic check,105.1,1582.75,True
7876-AEHIG,female,False,False,True,51,True,dsl,True,True,True,one year,bank transfer (automatic),60.15,3077.0,False
7945-HLKEA,female,False,False,False,60,True,dsl,True,True,False,one year,electronic check,64.75,4039.5,False
9342-VNIMQ,male,False,False,False,33,True,dsl,False,False,False,month-to-month,bank transfer (automatic),54.65,1665.2,False
9851-KIELU,male,False,False,False,10,True,fiber optic,True,True,True,month-to-month,electronic check,110.1,1043.3,True
3523-BRGUW,male,True,False,False,26,True,no,False,False,False,one year,credit card (automatic),19.3,504.2,False
3908-BLSYF,female,False,False,False,6,True,fiber optic,False,False,False,month-to-month,electronic check,83.9,497.55,True
3199-NPKCN,female,False,True,False,67,True,fiber optic,True,True,True,one year,electronic check,111.25,7511.65,False
5170-PTRKA,female,False,True,True,49,True,dsl,True,True,False,one year,credit card (automatic),35.8,1782.0,False
4661-NJEUX,male,False,False,False,1,True,no,False,False,False,month-to-month,mailed check,20.05,20.05,False
2123-AGEEN,female,True,False,False,7,True,fiber optic,False,False,True,month-to-month,electronic check,84.35,609.65,False
1258-YMZNM,female,True,False,False,27,True,fiber optic,True,False,True,one year,bank transfer (automatic),110.5,2857.6,False
0048-LUMLS,male,False,True,True,37,True,fiber optic,False,False,True,one year,credit card (automatic),91.2,3247.55,False
7549-MYGPK,female,False,True,True,63,True,fiber optic,True,False,True,month-to-month,electronic check,100.55,6215.35,True
5898-IGSLP,male,False,True,True,31,True,fiber optic,True,True,False,month-to-month,electronic check,89.3,2823.0,False
3804-RVTGV,male,False,True,True,50,True,fiber optic,False,False,True,month-to-month,bank transfer (automatic),103.85,5017.9,True
6259-WJQLC,male,True,False,False,32,True,fiber optic,False,False,False,month-to-month,credit card (automatic),81.1,2619.25,False
9227-LUNBG,female,False,False,False,1,True,dsl,False,False,False,month-to-month,electronic check,24.6,24.6,True
7997-EASSD,female,False,True,False,63,True,fiber optic,False,True,False,one year,credit card (automatic),81.2,4965.1,False
0730-KOAVE,male,False,False,False,30,True,fiber optic,True,False,False,month-to-month,credit card (automatic),94.3,2679.7,False
8975-SKGRX,male,False,True,False,71,True,fiber optic,True,True,True,two year,bank transfer (automatic),116.1,8310.55,False
0678-RLHVP,female,False,False,False,53,True,fiber optic,False,False,True,two year,electronic check,105.55,5682.25,False
4315-MURBD,female,False,False,False,12,True,fiber optic,True,True,True,month-to-month,bank transfer (automatic),98.9,1120.95,True
2267-FPIMA,male,False,True,False,50,True,fiber optic,True,False,False,month-to-month,credit card (automatic),94.4,4914.9,False
1051-GEJLJ,female,False,False,False,2,True,no,False,False,False,month-to-month,mailed check,19.5,27.55,False
9734-YWGEX,female,False,False,False,9,True,fiber optic,False,False,True,month-to-month,credit card (automatic),98.3,923.5,True
2719-BDAQO,male,False,False,False,17,True,fiber optic,True,False,True,month-to-month,electronic check,93.85,1625.65,True
5285-MVEHD,female,False,True,False,56,True,fiber optic,True,False,True,one year,credit card (automatic),105.6,6068.65,False
0379-DJQHR,male,False,True,True,67,True,dsl,True,False,True,two year,credit card (automatic),81.35,5398.6,False
0781-LKXBR,male,True,False,False,9,True,fiber optic,False,False,True,month-to-month,electronic check,100.5,918.6,True
5543-QDCRY,male,False,False,False,4,True,dsl,False,False,True,month-to-month,electronic check,56.4,234.85,False
0297-RBCSG,male,False,False,False,19,True,dsl,False,True,False,one year,bank transfer (automatic),65.35,1231.85,False
4694-PHWFW,female,False,False,True,8,True,no,False,False,False,month-to-month,mailed check,19.95,170.9,False
0835-JKADZ,female,False,False,False,71,True,fiber optic,False,True,True,two year,electronic check,111.25,7984.15,False
1907-UBQFC,male,True,False,False,10,True,fiber optic,False,False,False,month-to-month,electronic check,72.85,688.65,True
7508-SMHXL,female,True,False,False,15,True,fiber optic,False,False,True,month-to-month,credit card (automatic),89.0,1288.3,False
3865-YIOTT,male,False,True,True,72,True,fiber optic,True,False,True,one year,bank transfer (automatic),106.1,7848.5,False
5993-BQHEA,male,False,False,False,12,True,no,False,False,False,one year,credit card (automatic),20.05,267.0,False
6024-RUGGH,male,False,True,True,72,True,no,False,False,False,two year,bank transfer (automatic),25.2,1798.9,False
6513-EECDB,male,True,True,False,1,True,fiber optic,False,False,False,month-to-month,electronic check,73.55,73.55,True
3956-CJUST,female,True,False,False,23,True,fiber optic,True,False,False,month-to-month,bank transfer (automatic),75.4,1643.55,False
4079-WWQQQ,male,False,False,False,72,True,dsl,True,True,True,two year,bank transfer (automatic),65.55,4807.45,False
6103-BOCOU,female,False,False,False,26,True,fiber optic,False,False,False,month-to-month,electronic check,80.7,2193.0,False
5149-TGWDZ,female,False,False,False,21,True,fiber optic,False,True,True,one year,mailed check,104.55,2239.4,False
7471-WNSUF,male,False,True,False,60,True,no,False,False,False,one year,bank transfer (automatic),24.15,1505.9,False
8942-DBMHZ,male,False,False,False,12,True,no,False,False,False,month-to-month,mailed check,20.45,255.35,False
4301-VVZKA,male,False,True,False,16,True,fiber optic,False,False,False,month-to-month,electronic check,75.4,1189.4,False
9199-PWQVC,female,False,True,False,63,True,dsl,True,False,True,one year,credit card (automatic),79.7,4786.15,False
4824-GUCBY,female,True,False,False,22,True,fiber optic,True,False,False,month-to-month,electronic check,81.7,1820.9,False
